PREDICATION_ID,SENTENCE_ID,PMID,PREDICATE,SUBJECT_CUI,SUBJECT_NAME,SUBJECT_SEMTYPE,SUBJECT_NOVELTY,OBJECT_CUI,OBJECT_NAME,OBJECT_SEMTYPE,OBJECT_NOVELTY
208,612,14216908,COEXISTS_WITH,C0263661,Disorder of skeletal system,dsyn,1,C0039144,Syringomyelia,dsyn,1
209,581,12275695,LOCATION_OF,C1280344,Entire vas deferens,bpoc,1,C0332853,Anastomosis,acab,1
210,482,4959380,LOCATION_OF,C0026927,Atypical Mycobacteria,bact,1,C0014964,Ethambutol,orch,1
211,648,13930376,LOCATION_OF,C0022646,Kidney,bpoc,1,C0549453,Traumatic hematoma,inpo,1
212,626,13384313,USES,C0013819,Electroencephalography,diap,1,C0004745,Barbiturates,phsu,1
213,530,14185247,compared_with,C0053284,benzquinamide,orch,1,C0030883,Pentobarbital,orch,1
214,621,12279177,PROCESS_OF,C0006142,Malignant neoplasm of breast,neop,1,C0034716,"Rats, Wistar",mamm,1
215,404,5698836,COEXISTS_WITH,C0020687,Hypoxanthine Phosphoribosyltransferase,aapp,1,C0002583,Aminopterin,hops,1
216,705,14847743,COEXISTS_WITH,C0012242,Digestive System Disorders,dsyn,0,C0041327,"Tuberculosis, Pulmonary",dsyn,1
217,724,5776110,LOCATION_OF,C0227391,Sigmoid colon,bpoc,1,C0032962,Pregnancy Complications,dsyn,1
218,508,13867927,ASSOCIATED_WITH,C0005885,Body Composition,orga,1,C0028754,Obesity,dsyn,1
219,658,13347199,LOCATION_OF,C0014876,Esophagus,bpoc,1,C0267085,Acquired supradiaphragmatic diverticulum of esophagus,acab,1
220,588,12332367,LOCATION_OF,C1280344,Entire vas deferens,bpoc,1,C0332853,Anastomosis,acab,1
221,474,14268252,AFFECTS,C0683208,oculomotor function,ortf,1,C0001969,Alcoholic Intoxication,mobd,1
222,735,14934093,TREATS,C0700993,Resochin,phsu,1,C0024530,Malaria,dsyn,1
223,725,5729809,PROCESS_OF,C0002871,Anemia,dsyn,1,C1265425,Hookworms,invt,1
224,404,5698836,COEXISTS_WITH,C0020687,Hypoxanthine Phosphoribosyltransferase,aapp,1,C0020684,Hypoxanthine,bacs,1
225,647,5933795,TREATS,C0001962,Ethanol,phsu,1,C0012984,Canis familiaris,mamm,1
226,638,6065071,LOCATION_OF,C1281591,Entire face,bpoc,1,C0038561,Submersion,inpo,1
227,626,13384313,USES,C0013819,Electroencephalography,diap,1,C0600062,Largactil,phsu,1
228,633,14386674,LOCATION_OF,C0031066,Anogenital region,blor,1,C0043250,Injury wounds,inpo,1
229,694,4961611,USES,C1510438,Assay,lbpr,1,C0040160,Thyrotropin,aapp,1
230,482,4959380,LOCATION_OF,C0026927,Atypical Mycobacteria,bact,1,C0015021,Ethionamide,orch,1
231,661,4865111,PART_OF,C0030274,Pancreas,bpoc,1,C0021270,Infant,humn,1
232,617,14327662,PART_OF,C0021968,Iodine,bacs,1,C0007452,Cattle,mamm,1
233,674,14457924,LOCATION_OF,C0015392,Eye,bpoc,1,C0043254,"Wounds, Penetrating",inpo,1
234,647,5933795,TREATS,C0020268,Hydrocortisone,horm,1,C0012984,Canis familiaris,mamm,1
235,733,16691885,PART_OF,C0027651,Neoplasm,neop,1,C0029130,Optic Nerve,bpoc,1
236,404,5698836,COEXISTS_WITH,C0020687,Hypoxanthine Phosphoribosyltransferase,aapp,1,C0040077,Thymidine,bacs,1
237,626,13384313,compared_with,C0600062,Largactil,orch,1,C0004745,Barbiturates,orch,1
238,732,14251360,PROCESS_OF,C0597198,Performance,inbe,1,C0260267,School child,humn,1
239,750,13189560,PROCESS_OF,C0011615,"Dermatitis, Atopic",dsyn,1,C0085979,Cavia,mamm,1
240,789,13209178,TREATS,C0001632,Adrenalectomy,topp,1,C0006142,Malignant neoplasm of breast,neop,1
241,699,15394663,ISA,C0025830,Methylthiouracil,nnon,1,C0040125,Antithyroid Agents,horm,1
242,754,14055633,PART_OF,C0334108,Multiple polyps,neop,1,C0009368,Colon,bpoc,1
243,674,14457924,PROCESS_OF,C0043254,"Wounds, Penetrating",inpo,1,C0008059,Child,humn,1
244,721,6029544,PROCESS_OF,C1160618,molting cycle,orgf,1,C0023047,Larva,invt,1
245,745,14087167,ISA,C0020114,Human,grup,1,C0029235,Organism,orgm,0
246,482,4959380,TREATS,C0014964,Ethambutol,phsu,1,C0030705,Patients,podg,0
247,734,14420386,ASSOCIATED_WITH,C0014563,Epinephrine,horm,1,C0020672,"hypothermia, natural",sosy,1
248,696,5337390,PROCESS_OF,C0035203,Respiration,phsf,1,C0007450,Felis catus,mamm,1
249,741,13737741,LOCATION_OF,C0025474,Mesentery,blor,1,C0497156,Enlargement of lymph nodes,fndg,1
250,617,14327662,INTERACTS_WITH,C0001128,Acids,chem,1,C0021968,Iodine,bacs,1
251,733,16691885,PART_OF,C0027651,Neoplasm,neop,1,C0035298,Retina,bpoc,1
252,482,4959380,TREATS,C0015021,Ethionamide,phsu,1,C0030705,Patients,podg,0
253,757,20241532,LOCATION_OF,C0205054,Hepatic,blor,1,C0009368,Colon,bpoc,1
254,670,16691650,PART_OF,C0023317,"Lens, Crystalline",bpoc,1,C0015392,Eye,bpoc,1
255,715,4974223,PART_OF,C0006104,Brain,bpoc,1,C0033147,Primates,mamm,1
256,759,13100900,PART_OF,C0677930,Primary Neoplasm,neop,1,C0013303,Duodenum,bpoc,1
257,741,13737741,PROCESS_OF,C0497156,Enlargement of lymph nodes,fndg,1,C0001675,Adult,humn,1
258,762,13292664,ISA,C0012518,Dipetalonema perstans,invt,1,C0012516,Dipetalonema,invt,1
259,757,20241532,PART_OF,C0007097,Carcinoma,neop,1,C0009368,Colon,bpoc,1
260,617,14327662,INTERACTS_WITH,C0040165,Thyroxine,aapp,1,C0021968,Iodine,bacs,1
261,670,16691650,LOCATION_OF,C0023317,"Lens, Crystalline",bpoc,1,C0016658,Fracture,inpo,1
262,740,13738552,PART_OF,C0018787,Heart,bpoc,1,C0003459,Anura,amph,1
263,786,13431637,TREATS,C0040071,Thymectomy,topp,1,C0026896,Myasthenia Gravis,dsyn,1
264,819,12305503,TREATS,C0014942,Estrone,horm,1,C0006826,Malignant Neoplasms,neop,0
265,715,4974223,LOCATION_OF,C0035804,Rodent,mamm,1,C0008429,Cholinesterases,aapp,1
266,839,14150911,CAUSES,C0241669,Venous occlusion,patf,1,C0238261,Lymphedema praecox,dsyn,1
267,740,13738552,LOCATION_OF,C0018787,Heart,bpoc,1,C0001041,Acetylcholine,orch,1
268,778,13867928,PROCESS_OF,C0038435,Stress,fndg,1,C0021294,"Infant, Premature",humn,1
269,749,5659343,PROCESS_OF,C0232750,Bile formation,ortf,1,C0085979,Cavia,mamm,1
270,843,5933796,LOCATION_OF,C0459313,Left recurrent laryngeal nerve,bpoc,1,C0522224,Paralysed,fndg,1
271,814,6065072,LOCATION_OF,C0011980,Diaphragm (Anatomy),bpoc,1,C0013839,Electromyography,diap,1
272,819,12305503,TREATS,C0014942,Estrone,horm,1,C0034693,Rattus norvegicus,mamm,1
273,847,14216910,PART_OF,C0006826,Malignant Neoplasms,neop,0,C0024109,Lung,bpoc,1
274,775,13026427,LOCATION_OF,C0332915,Congenital failure of fusion,cgab,1,C0039082,Syndrome,dsyn,0
275,821,12336694,PROCESS_OF,C0011175,Dehydration,dsyn,1,C0021270,Infant,humn,1
276,868,12275532,PRECEDES,C0042387,Vasectomy,topp,1,C0524865,Reconstructive Surgical Procedures,topp,1
277,809,13997701,DIAGNOSES,C0040395,tomography,diap,1,C0543829,Clinical pneumonia,dsyn,1
278,896,14880778,PART_OF,C0025202,melanoma,neop,1,C0028429,Nose,bpoc,1
279,866,14055634,LOCATION_OF,C0016976,Gallbladder,bpoc,1,C0332907,Congenital absence,cgab,1
280,819,12305503,PROCESS_OF,C0006826,Malignant Neoplasms,neop,0,C0034693,Rattus norvegicus,mamm,1
281,875,13685015,PART_OF,C1280536,Entire placental membrane,emst,1,C0020114,Human,humn,1
282,881,13155029,LOCATION_OF,C0021853,Intestines,bpoc,1,C0221198,Lesion,fndg,1
283,870,13582804,LOCATION_OF,C0017421,Female genitalia,bpoc,1,C0013502,Echinococcosis,dsyn,1
284,900,5988837,ASSOCIATED_WITH,C0037473,Sodium,bacs,1,C0018801,Heart failure,dsyn,1
286,905,13219279,LOCATION_OF,C0037004,Shoulder,bpoc,1,C0158300,Adhesive Capsulitis,dsyn,1
287,866,14055634,LOCATION_OF,C1280323,Entire cystic duct,bpoc,1,C0332907,Congenital absence,cgab,1
288,879,14877286,TREATS,C0358490,Procaine hydrochloride,phsu,1,C0033774,Pruritus,sosy,1
289,787,5214757,PREVENTS,C0185125,Application procedure,hlca,1,C0333519,Caries,dsyn,1
290,875,13685015,LOCATION_OF,C1280536,Entire placental membrane,emst,1,C0030016,Oxidoreductase,aapp,1
291,902,12255392,ASSOCIATED_WITH,C0028360,Norethynodrel,horm,1,C0040038,Thromboembolism,patf,1
292,872,13551183,LOCATION_OF,C0022646,Kidney,bpoc,1,C0522562,Multilocular cyst,acab,1
293,871,13464036,PROCESS_OF,C0241863,Diabetic,fndg,1,C0043210,Woman,humn,1
294,881,13155029,PROCESS_OF,C0221198,Lesion,fndg,1,C0021289,"Infant, Newborn",humn,1
295,855,13638652,TREATS,C0042313,Vancomycin,antb,1,C0038160,Staphylococcal Infections,dsyn,1
296,890,5876096,PROCESS_OF,C0234222,Baresthesia,ortf,1,C0007450,Felis catus,mamm,1
297,806,12983061,LOCATION_OF,C0026724,Mucous Membrane,tisu,1,C0012634,Disease,dsyn,0
298,854,14782737,ASSOCIATED_WITH,C0010137,Cortisone,horm,1,C0021311,Infection,dsyn,0
299,855,13638652,PROCESS_OF,C0038160,Staphylococcal Infections,dsyn,1,C0030705,Patients,humn,0
300,822,14806332,TREATS,C0002696,Ampyrone,phsu,1,C0162323,Polyarthritis,dsyn,1
301,878,14457926,PART_OF,C0007634,Cells,cell,1,C0003483,Aorta,bpoc,1
302,920,14771461,LOCATION_OF,C0021853,Intestines,bpoc,1,C0030499,Parasitic Diseases,dsyn,1
303,903,13737742,PROCESS_OF,C0743336,E COLI BACTEREMIA,dsyn,1,C0034493,Oryctolagus cuniculus,mamm,1
304,933,16691887,PART_OF,C1261473,sarcoma,neop,1,C1278891,Entire iris,bpoc,1
305,864,14087168,TREATS,C0038913,Urologic Surgical Procedures,topp,1,C0008059,Child,aggp,1
306,943,5333709,ISA,C0026652,Moxibustion,topp,1,C0087111,Therapeutic procedure,topp,0
307,936,13070175,PART_OF,C0001625,Adrenal Glands,bpoc,1,C0019944,Equus caballus,mamm,1
308,806,12983061,LOCATION_OF,C1519551,Tooth Tissue,tisu,1,C0012634,Disease,dsyn,0
309,964,12338435,COEXISTS_WITH,C0029965,Ovulation,ortf,1,C0006147,Breast Feeding,orgf,1
310,914,13292665,PROCESS_OF,C0858318,Plasmodium falciparum infection,dsyn,1,C0322918,Anopheles quadrimaculatus,invt,1
311,855,13638652,TREATS,C0042313,Vancomycin,antb,1,C0030705,Patients,podg,0
313,878,14457926,PART_OF,C0007634,Cells,cell,1,C0027061,Myocardium,tisu,1
314,920,14771461,PROCESS_OF,C0030499,Parasitic Diseases,dsyn,1,C0008059,Child,humn,1
315,971,12255278,TREATS,C0520483,Tubal Ligation,topp,1,C0043210,Woman,popg,1
316,895,4966828,NEG_INHIBITS,C0020366,Hydroxylysine,aapp,1,C0023689,Ligase,aapp,1
317,898,14268254,LOCATION_OF,C0023078,Larynx,bpoc,1,C0040395,tomography,diap,1
318,806,12983061,PROCESS_OF,C0012634,Disease,dsyn,0,C0920541,Guamanian,humn,1
319,864,14087168,TREATS,C0038913,Urologic Surgical Procedures,topp,1,C0021270,Infant,aggp,1
320,888,13930378,LOCATION_OF,C0016129,Fingers,blor,1,C1609508,Ligamentitis,dsyn,1
321,936,13070175,PART_OF,C0001625,Adrenal Glands,bpoc,1,C0242372,Hares,mamm,1
322,961,5305917,LOCATION_OF,C0019994,Hospitals,hcro,1,C0008972,Clinical Research,resa,1
323,922,20241533,USES,C1292856,Stimulation procedure,topp,1,C0017725,Glucose,carb,1
324,966,14216911,COEXISTS_WITH,C0153690,Secondary malignant neoplasm of bone,neop,1,C0006142,Malignant neoplasm of breast,neop,1
